customer_id,pred_cluster
29909,0
14747,3
10455,0
45325,0
27169,0
7206,0
45891,1
15651,0
23321,0
31052,0
49782,4
29825,2
12576,1
27730,4
15715,0
29798,0
15600,4
48307,0
34514,3
7267,0
1099,4
3282,0
14062,1
13441,0
3480,4
36488,4
20062,0
15705,4
36535,0
39951,4
6628,1
10750,0
30328,0
22585,4
2634,4
39323,0
33872,0
1381,0
10510,0
18579,0
9196,4
27227,3
45103,4
42384,0
36048,0
18589,0
12834,4
13277,1
47520,4
737,0
23385,4
2041,0
42657,1
45410,1
19130,3
12872,0
19679,0
28259,4
43658,1
37725,0
26460,0
16403,1
21042,0
47142,4
17049,1
27494,3
28370,4
47481,4
2604,4
15344,0
17929,4
23873,4
27539,4
47321,4
32165,4
10888,0
1447,3
28228,0
16151,1
23951,1
12139,0
7279,4
32707,0
44452,3
10104,3
4508,4
2147,0
40522,3
39396,4
37164,1
20243,0
44086,0
287,0
2167,4
22758,0
45233,0
27280,0
39052,0
41285,1
12035,0
12048,4
22232,0
24623,0
24849,4
29165,4
2469,0
20283,4
34474,0
37738,1
19647,4
20933,0
18596,0
30687,0
28392,3
10921,0
40685,4
30657,0
29754,4
48012,1
8003,4
43998,4
28504,0
23041,1
27944,1
38580,4
34450,0
12376,4
24170,4
3068,0
44668,0
37409,0
977,4
27491,4
41550,4
17358,4
43570,4
25124,0
28246,4
26926,4
38163,4
8192,0
7670,0
7772,0
28409,4
30016,0
46730,0
29305,0
6390,4
29406,3
39540,4
6552,0
42668,4
22162,4
14996,1
3547,0
6625,0
9270,3
8017,1
40654,0
25794,3
19789,0
9854,4
9104,3
5186,4
45016,4
2712,0
1247,1
26147,4
11066,4
6432,3
47881,1
24418,4
2574,3
5945,4
15901,0
25206,4
4456,0
41254,0
35586,4
45782,4
46657,4
43317,0
12803,4
19944,1
7512,4
16603,0
49786,0
30024,0
6977,4
15493,4
14527,0
25699,4
34807,4
12865,0
15896,3
43960,0
21139,0
10634,0
12451,4
8355,4
10409,0
33986,3
26588,0
40527,4
7581,0
38543,3
16020,0
32513,1
3055,4
42495,0
1263,4
35433,0
33624,0
2998,0
36512,4
1092,4
19635,1
62,0
22196,3
35666,4
20287,3
14221,3
44184,4
5954,0
35946,0
39830,0
24680,1
26737,4
21884,3
24335,4
11443,4
23866,4
7466,4
15446,4
30116,0
15197,4
32683,0
49055,1
31128,3
4455,4
45228,0
31563,4
39003,1
39573,1
44035,0
26455,4
1031,0
22949,0
7049,4
35233,0
8303,0
29053,4
34699,1
48976,1
42719,4
33489,4
40643,0
32553,3
12473,0
8119,0
9531,0
26567,4
13872,0
21845,4
35534,0
16721,0
40613,4
11281,4
7312,4
40016,4
20379,0
15893,4
45629,1
19450,4
4210,4
42457,3
31097,1
19644,1
6410,4
48241,3
38863,4
33795,0
12120,4
16166,4
42580,0
16212,3
7967,0
27362,0
637,2
34753,1
16654,3
524,1
25915,1
34993,0
21021,4
16620,0
23776,1
10515,0
6501,4
7953,1
42439,4
45908,0
35898,4
49873,0
21877,0
44395,0
31537,0
6836,4
22210,4
39183,0
14117,4
10161,4
25625,0
18861,0
5547,0
18942,4
6303,0
46891,4
2303,0
28946,4
46437,3
15256,0
22356,2
38927,1
31464,4
31925,0
17876,1
9417,0
35412,1
36399,4
23965,4
17281,4
40780,1
26041,4
20667,1
8494,1
31716,3
39758,3
18849,0
21237,4
43643,0
24508,0
13486,3
49193,0
38421,0
13031,4
38153,4
41389,0
46407,0
34244,0
17838,4
13267,0
26821,4
42435,0
39210,0
30672,0
31024,1
21756,0
18353,0
3659,4
12853,4
41042,0
33780,0
23569,3
14144,0
29889,4
15117,0
42098,0
18678,4
31680,0
39571,1
36943,0
49956,4
46923,0
41288,4
37843,1
15678,3
33640,0
1691,0
35653,0
38935,3
18558,4
33811,3
40679,0
3694,0
6618,0
20108,4
2455,0
14251,1
8986,1
39486,0
35703,3
42760,0
15005,3
32688,4
3143,0
45570,4
42825,4
23198,1
2060,0
213,1
4579,4
32079,0
45838,0
16401,4
46404,4
22608,3
5274,3
22565,4
46518,3
46326,0
30192,4
19446,3
44381,0
38494,4
29309,4
44718,4
10655,4
35583,0
36215,1
14903,4
19979,1
23899,4
14241,0
33844,4
34345,0
23232,0
37371,1
11283,0
941,0
8328,0
27012,0
35824,0
23816,3
16940,0
15309,0
44680,0
12888,1
48130,1
31353,4
33843,4
2913,4
30368,0
8105,0
35552,1
10301,0
24330,0
43951,0
44892,3
1041,4
3889,4
8619,4
3142,0
6364,0
26702,4
27870,1
44444,4
10157,4
40239,0
1588,0
15652,4
18743,1
27065,4
29486,4
45639,1
21114,3
43718,4
43422,4
37833,0
15954,4
6029,4
14888,4
47398,0
5856,3
20149,4
2711,4
10955,1
39298,3
10551,0
26055,4
25243,4
34031,0
5910,3
37456,4
10109,0
19300,4
32273,4
45429,0
27812,4
20127,4
30990,3
38070,0
11470,4
4237,1
1320,4
10401,0
22577,0
30566,0
17205,3
16053,0
31020,0
30986,1
41916,0
30677,4
28328,0
25919,2
3507,0
36268,3
1709,0
16454,4
11874,0
33965,0
36507,0
46254,0
30748,0
5861,0
42923,0
40943,1
25165,4
37338,0
28736,0
29374,0
3454,4
22212,3
8218,4
25615,0
17651,0
45741,0
44916,4
29168,1
8873,0
25107,3
11095,0
21859,4
40200,1
22304,0
46394,4
29822,0
43502,4
7703,1
4858,0
25371,4
21539,0
16804,0
30262,1
25757,0
5389,0
6973,0
6031,4
15477,3
13245,3
34042,4
33163,3
35242,3
45261,0
2432,4
18072,3
4546,0
11511,3
29908,4
8413,1
24572,0
28880,1
15131,4
36398,4
41627,0
4026,3
41342,0
39112,1
1921,0
46807,0
14842,4
14683,1
16921,0
34776,0
26072,0
4071,4
39722,0
12950,0
47055,0
31290,0
2620,4
33835,1
39492,1
24310,0
22583,0
31341,1
8717,1
28415,0
36812,0
37049,0
43841,0
8742,0
19751,0
49579,0
180,1
37400,4
11722,4
377,4
23595,4
45209,0
40397,0
42509,1
41776,0
24747,1
36678,4
44798,1
16444,4
17763,2
30331,0
15577,0
2909,0
29371,4
42757,4
8582,0
6153,2
46332,0
15513,0
6907,4
40014,0
47218,4
34490,4
338,4
33552,0
17345,0
10163,4
24615,3
11403,0
41899,4
42968,3
27841,0
34785,0
19047,4
46149,4
6533,0
37051,4
16707,0
11297,0
43618,0
40810,4
9232,4
1701,4
47101,4
20150,0
49781,4
13772,1
1793,0
216,4
47368,4
23528,4
33063,1
10564,0
15911,4
26881,1
7875,4
10098,0
39920,4
38316,4
26163,0
17778,0
11871,4
3928,0
44093,0
20432,0
38191,0
5692,1
11451,4
15437,4
19019,0
25986,0
15475,0
20424,0
14368,3
27040,0
39711,4
13683,0
38670,3
39331,4
17676,4
147,3
17016,4
4047,4
45822,0
32506,4
31107,0
46415,4
15301,1
31546,0
40556,4
29482,0
17566,4
43233,0
23748,4
46959,4
11620,1
26882,0
40128,1
31651,0
34423,4
37368,1
29341,1
30393,0
20382,0
44273,0
32402,0
4385,0
21559,0
44177,4
42349,1
16086,0
39350,4
19006,0
42044,4
24954,1
25153,0
10418,4
29690,4
798,0
21857,0
49901,4
48649,0
49122,3
47678,1
37186,0
39584,1
28245,0
28684,1
26273,0
39212,4
19245,1
12346,4
17479,0
7626,0
38702,4
2629,4
1629,4
27528,0
43498,4
17861,0
30668,4
37068,0
5019,2
40545,0
28750,0
17415,1
46857,1
11058,0
8263,4
26297,4
36517,4
23717,4
32614,4
37353,1
44425,4
46598,1
43336,4
32470,4
13020,0
13327,0
18568,4
24620,1
28416,4
8396,0
19708,0
7889,0
773,4
14086,0
42855,2
161,4
44607,4
34854,0
23128,0
27840,4
13062,0
46619,0
24131,0
22852,4
44289,0
33402,3
25856,0
1611,0
11877,0
48686,4
14201,4
30249,0
38436,4
43517,4
16193,0
35135,4
37728,0
22992,4
25950,4
15611,1
17339,3
24998,0
37404,4
8293,2
8581,0
8419,1
44046,0
27553,0
46851,4
21972,0
16526,0
1299,1
1848,0
12603,0
3368,0
19874,4
6731,3
15506,0
42045,3
39324,0
43300,1
46713,0
6514,1
17059,4
13995,4
16303,3
29577,4
48365,4
45744,1
21528,4
19484,0
3058,1
13294,0
2038,0
27695,0
45116,0
24517,4
33142,3
15222,0
13904,1
46111,1
24383,4
31457,0
36281,4
35360,4
24859,0
43516,0
15915,1
5602,1
26335,0
18926,1
30242,0
24685,4
23331,1
24742,3
22716,0
22288,0
49210,1
5004,4
10,0
2086,0
8187,0
44281,0
11229,0
45386,0
1195,4
17432,4
2287,0
35696,4
11687,1
779,0
49847,4
41149,4
25958,1
12833,0
7892,0
39337,4
20698,0
29617,0
16887,0
25115,0
40183,1
27790,0
46930,0
4796,0
9233,3
537,0
45995,1
12666,0
23415,0
17653,3
26653,0
37149,4
26847,0
427,0
37018,4
8543,3
23763,4
7995,3
33336,4
4721,4
39564,4
17018,0
44532,3
23175,0
19183,4
36309,3
42481,4
35831,0
22143,0
44757,2
25146,4
14630,0
26665,0
13403,4
34336,1
11023,3
40747,0
29322,0
20247,0
3810,4
23559,4
43020,0
35045,4
6017,0
1124,0
1140,0
25328,3
5697,0
21575,0
41779,4
25873,0
24943,4
24492,4
31152,4
22267,4
48262,4
32687,0
15515,0
3048,0
35732,0
40188,4
26174,4
39369,4
44162,4
24477,0
24069,4
32480,4
36838,4
3280,0
22484,1
25257,4
16258,1
3260,1
37943,4
18319,0
49004,0
21397,1
2025,0
2708,0
35145,0
40896,1
31782,0
25227,0
31225,0
35020,0
8001,0
6678,4
41700,1
21850,4
16510,0
8924,0
19243,1
26791,4
32934,0
20643,0
14432,4
33372,3
12530,0
38695,4
34392,0
18146,4
37802,0
160,4
18670,4
29029,0
33800,4
41708,0
27358,4
21661,4
2475,1
10734,4
25147,0
6939,4
24668,4
33117,4
14976,4
22881,0
47118,4
47954,4
39511,1
5063,4
18306,4
31164,1
17272,4
49209,0
2759,0
7899,4
12667,1
6482,1
23309,4
49842,0
16529,2
22082,3
9780,0
10804,3
649,4
41875,0
34187,0
28820,0
17770,4
37421,4
15099,0
49554,1
21531,1
26265,1
34764,4
48163,4
2087,0
45634,0
9255,0
31987,1
35687,4
16473,1
32985,3
39327,4
34773,4
47754,1
46135,1
23991,4
25039,0
36080,1
45066,1
43279,0
33915,3
421,4
47631,4
2314,0
38237,4
20813,4
27208,0
33355,4
43167,0
3703,4
2673,3
18351,4
1160,4
3073,1
31202,1
16552,4
23878,0
27294,4
32093,0
10223,3
21418,0
12146,0
3266,4
6384,1
44007,0
43979,4
10138,0
29014,0
839,1
17857,3
46811,3
527,0
34172,4
2551,0
22548,1
12587,1
22996,0
37572,4
1616,0
23429,0
18098,1
11134,4
11155,4
46461,0
41154,0
40166,1
5758,0
447,0
18542,0
43409,0
31929,4
29806,1
39303,4
1734,0
10025,0
28301,0
26300,0
944,4
12812,0
30408,4
10684,0
20828,4
47549,1
19662,4
2420,4
598,0
36337,4
27063,4
36796,3
26669,0
24846,0
48832,0
19347,4
31159,4
48125,4
24284,4
26235,0
24638,0
11672,4
21984,0
38672,0
34204,1
40791,0
25496,1
13041,4
10386,0
339,0
34685,0
9008,1
26314,0
3986,4
17254,0
11908,3
21085,0
48003,0
8467,0
3715,0
29274,0
41639,3
40484,0
38084,1
32612,4
38094,0
3275,1
17924,0
41193,0
40056,1
12753,0
41164,1
36097,0
30903,0
49251,0
11319,0
42148,1
39480,0
39151,0
40812,4
18952,0
27398,0
14209,4
13342,3
12839,1
11525,4
41079,0
24642,0
7078,0
10351,3
2369,3
27947,0
35087,0
4902,1
21882,4
30049,0
7826,0
9197,4
18534,4
8640,4
981,0
18550,0
46665,0
32443,0
13715,0
27415,0
49424,3
16084,4
888,0
8512,4
6529,0
46824,0
21777,3
2756,0
32922,4
42634,0
17888,3
42437,1
25791,0
25984,4
33834,1
14149,0
390,3
23891,1
22767,4
39678,4
6362,0
12313,4
27627,4
33303,4
17122,4
19025,0
38211,0
47231,0
46500,4
12916,0
31642,1
43506,0
30602,0
32205,1
41469,1
34371,4
48737,4
13692,3
5140,4
45972,1
15434,0
37167,0
5717,4
27638,0
37832,3
33573,4
29513,0
31793,3
24732,0
18847,0
9319,3
26391,2
36945,4
22477,0
18041,4
49817,4
40015,4
24067,1
24037,0
4025,0
5383,0
29142,0
37120,4
1171,4
8668,1
32120,4
144,0
16956,3
37473,1
31252,4
12566,0
27478,4
15039,4
13300,1
8811,1
21582,0
24608,4
26969,4
13179,4
13438,4
43588,4
29286,1
28111,4
33003,0
25662,1
13984,4
20661,0
7825,3
20827,1
12496,0
7215,4
29565,0
36615,0
36785,0
19017,0
23167,0
32585,1
49496,0
48190,1
27887,0
4144,0
25994,3
27881,1
16218,0
20299,0
466,0
41719,0
44203,4
46305,0
29720,4
33911,4
22760,0
32248,0
19581,4
4779,0
39246,4
49203,1
44158,0
48460,0
49130,3
18258,1
23727,1
14723,4
38851,1
14227,0
22414,3
44896,1
46157,3
17707,1
34519,0
15341,0
49805,4
2946,1
41959,0
6900,4
22027,0
15092,4
49312,0
518,3
41665,3
9107,3
48747,4
1895,0
3383,0
18560,0
24621,4
12835,1
22271,0
22103,4
20478,4
41417,0
916,0
7743,3
7404,0
40223,0
40897,1
19684,0
16162,4
47847,0
9055,0
12768,0
42569,0
22729,3
7373,4
8011,3
9539,0
46261,4
16344,4
20938,0
16304,1
34640,4
40208,3
17290,4
25518,4
31924,0
8829,4
43299,0
27710,3
34574,4
36574,0
17026,3
18733,0
689,1
43933,1
43783,0
3680,3
23883,4
19389,4
33188,0
7830,0
7384,0
48468,1
49483,4
46219,0
27998,0
28221,1
41392,4
6804,3
37681,0
25582,0
44834,4
5993,0
37707,1
21477,4
7141,0
6132,4
40755,4
5076,1
40951,4
36223,4
24762,4
21355,0
23089,4
31358,4
20652,0
42464,0
17597,0
20597,0
30966,4
36032,0
14829,3
43915,0
35387,1
27978,0
48132,0
9081,0
49868,3
14372,0
24270,1
37042,0
18221,0
14979,4
5895,3
28049,0
37288,4
30351,0
30789,4
48587,4
42324,1
3665,0
40075,3
26330,4
43535,0
45554,0
214,4
23749,4
522,3
34176,4
14540,0
6763,0
1947,4
34355,0
13328,1
24949,1
28875,1
2073,0
28222,1
49978,4
37276,0
17540,0
3264,4
31328,4
39851,1
24480,0
7736,0
37793,4
35967,0
346,4
33665,4
8661,0
41896,4
8430,4
13333,4
48997,4
33500,0
30436,4
754,4
14295,1
12535,0
20880,0
23127,4
20267,4
25338,4
21577,3
33779,3
23981,4
6109,4
10587,4
25709,4
37374,0
22831,3
46726,1
26638,4
3172,0
47336,0
35973,0
33313,0
14650,0
45239,0
27909,0
36497,0
9755,1
23938,0
18379,0
9665,0
11193,0
48989,0
6844,4
30127,4
35147,1
29261,4
32834,0
29843,0
21510,0
22085,0
44041,0
14833,0
47005,4
34129,0
11377,0
8753,0
21198,0
3657,4
48786,3
47046,4
37237,4
1443,0
41949,3
29383,1
836,0
9868,0
40159,4
26544,1
7071,3
11628,0
7311,0
32348,0
18198,3
39870,4
44284,4
14277,4
19633,3
23457,1
29865,0
22111,0
14467,0
35177,4
48553,4
47815,1
43054,0
42627,4
2797,4
9345,0
12745,4
9672,4
49057,4
8478,1
43865,4
35193,0
11903,3
13,1
45635,0
17212,4
6181,3
19935,0
12242,4
17611,0
17437,0
19355,1
33390,4
1551,0
45772,0
13510,0
15782,4
25253,4
14897,4
41202,4
29546,4
24039,4
23298,3
20891,4
41330,3
10019,1
32637,1
45253,1
25845,4
12121,0
16420,0
45337,0
20905,1
30484,4
24609,0
33323,0
45309,3
9815,1
30114,4
27075,1
28705,4
14839,0
47137,0
27242,0
44135,0
40396,0
3941,0
5381,0
21162,1
29544,0
47531,0
25423,0
9936,0
33514,4
48348,4
39720,0
13338,0
6001,1
46075,0
46620,3
8497,4
12107,3
5466,0
18156,0
22068,3
28685,1
38373,0
820,4
13326,1
7903,4
30822,0
940,0
20272,0
26708,0
48476,3
15806,0
37840,0
47236,4
36586,4
18297,4
5083,2
33032,4
1003,0
22224,1
44920,4
13324,4
48762,1
29601,1
45616,0
26203,1
44765,0
28785,0
48044,1
15002,0
10338,1
21193,0
12770,0
34760,4
43455,0
34798,0
13081,0
42463,1
1589,3
47390,0
26797,0
483,1
24986,4
44861,0
36474,4
9384,4
29848,0
34600,0
17264,4
32810,4
14966,3
30490,4
23953,0
39882,4
16247,0
281,0
32931,0
42006,4
37163,4
43677,0
25141,4
14215,0
33776,0
11857,4
47204,3
44153,4
39172,4
30946,3
7047,4
29393,4
36652,4
9034,0
23339,4
47036,0
43883,4
49234,0
28998,0
15480,3
7936,0
13490,4
49577,4
36017,1
27384,0
32377,1
16388,1
5944,0
45032,0
46704,0
42629,2
40978,4
43110,0
29241,3
6696,4
39632,0
23325,0
24589,0
2927,4
36247,3
23096,0
28123,4
2155,0
8169,4
19521,0
2316,0
1999,0
32320,1
31653,1
11765,0
3554,0
28892,0
6584,4
1696,4
34732,0
15151,0
34094,0
14424,3
21928,0
14391,0
44836,4
27856,3
22296,3
26986,0
12715,1
45271,0
33536,0
35358,3
32792,4
22534,1
13876,0
36117,0
49582,0
41383,0
37520,0
12609,0
16623,0
2441,0
32505,0
39248,0
17822,0
28458,4
12484,1
21855,4
28666,0
437,4
39593,4
21219,1
43735,4
7253,4
43695,0
10572,0
19793,1
17893,0
46409,0
23729,1
31496,1
17451,0
42929,0
34575,4
13614,4
25694,0
21066,4
12913,4
32937,1
32786,0
12088,4
8455,3
21983,4
11386,4
31161,0
16723,4
45026,0
26765,0
32350,0
22807,4
9830,3
7113,0
45586,1
46860,0
12786,4
20700,4
29044,4
6585,0
11678,4
20760,4
27743,0
8439,4
29510,4
29006,0
40880,0
25357,4
30439,4
13799,0
20179,4
11577,1
22854,4
22315,4
6225,0
49808,1
16764,0
54,1
17367,0
30417,1
18706,4
6602,4
736,4
33143,0
31318,0
46413,0
34362,1
18756,3
44959,0
191,0
6298,4
43248,0
30713,1
36863,4
7468,0
33274,4
31500,0
2853,4
25647,4
48744,0
28412,4
34410,0
5827,0
37966,0
6891,0
33891,1
17517,0
21597,3
10032,0
49882,4
32839,3
17354,1
4768,0
41511,0
9554,0
19151,0
34160,3
16130,4
27781,4
19727,0
2724,0
7172,4
45308,0
12503,1
48400,4
45640,0
30956,3
42362,0
23357,1
13117,1
16059,4
44324,0
18312,0
12486,4
40432,0
41073,0
3222,0
48145,0
27526,0
41263,0
49676,0
47143,0
8025,1
9116,0
20037,1
24999,0
36700,4
4797,0
31147,1
28566,0
449,0
9620,4
18599,0
16202,4
6135,0
261,0
32352,0
43874,4
6130,0
10940,0
43209,4
30365,0
29519,0
24549,0
24104,4
45882,0
16716,3
22596,0
44531,0
18615,0
2506,3
42798,4
372,0
20166,0
7128,1
5128,0
